============================= test session starts =============================
platform win32 -- Python 3.12.0, pytest-8.4.1, pluggy-1.6.0 -- C:\Users\bcmad\AppData\Local\Programs\Python\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\bcmad\Downloads\A1Betting7-13.2
configfile: pytest.ini
testpaths: tests
plugins: anyio-4.9.0, asyncio-1.1.0
{"asctime": "2025-10-20 09:12:17,369", "name": "app", "levelname": "INFO", "message": "SUCCESS: Enhanced WebSocket routes included (/ws/v2/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.369400Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,369", "name": "app", "levelname": "INFO", "message": "SUCCESS: WebSocket logging routes included (/api/websocket/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.369400Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,370", "name": "app", "levelname": "INFO", "message": "SUCCESS: Version routes included (/api/version/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.370393Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,370", "name": "app", "levelname": "INFO", "message": "SUCCESS: WebVitals pipeline routes included (/api/metrics/v1/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.370393Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,373", "name": "app", "levelname": "INFO", "message": "SUCCESS: Trends routes included (/api/trends/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.373750Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,375", "name": "app", "levelname": "INFO", "message": "SUCCESS: +EV Feed routes included (/api/ev/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.375764Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,375", "name": "app", "levelname": "INFO", "message": "SUCCESS: EV Feed debug routes included (/api/ev/feed/debug/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.375764Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,376", "name": "app", "levelname": "INFO", "message": "SUCCESS: Opportunities routes included (/api/opportunities/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.376866Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,377", "name": "app", "levelname": "INFO", "message": "SUCCESS: Enhanced ML routes included (/api/enhanced-ml/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.377869Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,378", "name": "app", "levelname": "INFO", "message": "SUCCESS: Fallback enhanced-ml compatibility router mounted at /api/enhanced-ml", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.378852Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,384", "name": "app", "levelname": "INFO", "message": "SUCCESS: Supplementary Enhanced-ML compatibility endpoints mounted where missing", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.384469Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,386", "name": "app", "levelname": "INFO", "message": "SUCCESS: Consolidated PrizePicks routes included (/api/v2/prizepicks/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.386475Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,387", "name": "app", "levelname": "INFO", "message": "SUCCESS: Consolidated ML routes included (/api/v2/ml/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.387477Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,387", "name": "app", "levelname": "INFO", "message": "SUCCESS: Consolidated Admin routes included (/api/v2/admin/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.388596Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,390", "name": "app", "levelname": "INFO", "message": "SUCCESS: Odds & Line Movement routes included (/v1/odds/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.390606Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,391", "name": "app", "levelname": "INFO", "message": "SUCCESS: Odds alias routes included (/api/odds/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.391606Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,393", "name": "app", "levelname": "INFO", "message": "SUCCESS: Odds History routes included (/api/odds/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.393610Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,393", "name": "app", "levelname": "INFO", "message": "ENABLE_ODDS_SNAPSHOTS=false: snapshot persistence disabled", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.393610Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,395", "name": "app", "levelname": "INFO", "message": "SUCCESS: Advanced-Kelly compatibility router mounted at /api/advanced-kelly", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.395710Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,396", "name": "app", "levelname": "INFO", "message": "SUCCESS: Risk Management & Personalization routes included (/api/risk-personalization/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.396319Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,396", "name": "app", "levelname": "INFO", "message": "SUCCESS: Dependencies Health routes included (/api/dependencies/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.396319Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,397", "name": "app", "levelname": "INFO", "message": "SUCCESS: Provider Resilience routes included (/api/provider-resilience/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.397365Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,397", "name": "app", "levelname": "INFO", "message": "SUCCESS: System capabilities routes included (/api/system/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.397365Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,397", "name": "app", "levelname": "INFO", "message": "SUCCESS: Real-time market streaming routes included (/streaming/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.397365Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,399", "name": "app", "levelname": "INFO", "message": "SUCCESS: Unified sports routes included (/sports/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.399416Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,399", "name": "app", "levelname": "INFO", "message": "SUCCESS: Lazy sports routes included (/api/sports/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.399416Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,400", "name": "app", "levelname": "INFO", "message": "SUCCESS: Sports activation routes included (/api/v2/sports/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.400323Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,400", "name": "app", "levelname": "INFO", "message": "SUCCESS: Security HEAD endpoints included (/api/* HEAD endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.400323Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,402", "name": "app", "levelname": "INFO", "message": "SUCCESS: ML Model Registry routes included (/api/models/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.402321Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,402", "name": "app", "levelname": "INFO", "message": "SUCCESS: Data ingestion routes included (/api/v1/ingestion/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.402938Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,404", "name": "app", "levelname": "INFO", "message": "SUCCESS: Metrics routes included (/metrics)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.404049Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,404", "name": "app", "levelname": "INFO", "message": "SUCCESS: Metrics summary routes included (/api/metrics/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.404049Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,405", "name": "app", "levelname": "WARNING", "message": "Could not import enterprise model registry routes: cannot import name 'enterprise_router' from 'backend.routes.enterprise_model_registry_routes' (C:\\Users\\bcmad\\Downloads\\A1Betting7-13.2\\backend\\routes\\enterprise_model_registry_routes.py)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.405045Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "WARNING", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,405", "name": "app", "levelname": "INFO", "message": "SUCCESS: Alert engine routes included (/api/alert-engine/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.405045Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,405", "name": "app", "levelname": "INFO", "message": "SUCCESS: Player Performance routes included (/api/players/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.405045Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,406", "name": "app", "levelname": "INFO", "message": "SUCCESS: EV Calculation routes included (/api/ev/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.406940Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,410", "name": "app", "levelname": "INFO", "message": "SUCCESS: Enhanced EV Engine routes included (/api/ev/enhanced/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.410034Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,411", "name": "app", "levelname": "INFO", "message": "SUCCESS: CLV Trends routes included (/api/clv/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.411039Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,411", "name": "app", "levelname": "INFO", "message": "SUCCESS: Parlay Analytics routes included (/api/parlay/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.411039Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,416", "name": "app", "levelname": "INFO", "message": "SUCCESS: Line Movement routes included (/api/line-movement/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.416281Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,419", "name": "app", "levelname": "INFO", "message": "SUCCESS: Legacy Line Movement routes included (/api/lines/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.419267Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,421", "name": "app", "levelname": "INFO", "message": "SUCCESS: Hardened Arbitrage routes included (/api/arbitrage/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.421210Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,421", "name": "app", "levelname": "INFO", "message": "SUCCESS: Multiple Sportsbook routes included (/api/sportsbook/* endpoints)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.421210Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,421", "name": "app", "levelname": "INFO", "message": "Bootstrap validation scheduled on startup", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.421210Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,421", "name": "app", "levelname": "INFO", "message": "Health endpoints normalized: /api/health, /health, /api/v2/health -> identical envelope format", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.421210Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,434", "name": "app", "levelname": "INFO", "message": "FeatureRouters: PropFinder routers registered (primary=/api/propfinder/*, legacy=/api/props)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.434828Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,437", "name": "app", "levelname": "INFO", "message": "FeatureRouters: Betting routes registered (/api/betting-opportunities, /api/arbitrage-opportunities)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.437256Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,439", "name": "app", "levelname": "INFO", "message": "Compatibility shims router included (root-level aliases)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.439241Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,443", "name": "app", "levelname": "INFO", "message": "PrizePicks compatibility router included at /api/prizepicks/*", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.443755Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,444", "name": "app", "levelname": "INFO", "message": "Health compatibility router included (legacy aliases)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.444754Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,444", "name": "app", "levelname": "INFO", "message": "A1Betting canonical app created successfully", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.444754Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
---------------------------- Captured stderr setup ----------------------------
2025-10-20 09:12:17,331 - backend.middleware.rate_limit - INFO - Rate limiting disabled (no enforcement); headers will still be emitted
2025-10-20 09:12:17,332 - backend.simple_enhanced_setup - INFO - simple_enhanced_setup: routes included
----------------------------- Captured log setup ------------------------------
INFO     backend.middleware.rate_limit:rate_limit.py:111 Rate limiting disabled (no enforcement); headers will still be emitted
INFO     backend.simple_enhanced_setup:simple_enhanced_setup.py:38 simple_enhanced_setup: routes included
---------------------------- Captured stdout call -----------------------------
2025-10-20 09:12:17,449 INFO sqlalchemy.engine.Engine BEGIN (implicit)
{"asctime": "2025-10-20 09:12:17,449", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "BEGIN (implicit)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.449673Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 2698, "function": "_connection_begin_impl"}
2025-10-20 09:12:17,449 INFO sqlalchemy.engine.Engine SELECT bookmakers.id, bookmakers.name, bookmakers.display_name, bookmakers.short_name, bookmakers.website_url, bookmakers.api_endpoint, bookmakers.country_code, bookmakers.status, bookmakers.is_trusted, bookmakers.reliability_score, bookmakers.api_key_required, bookmakers.rate_limit_per_minute, bookmakers.last_successful_fetch, bookmakers.consecutive_failures, bookmakers.priority_weight, bookmakers.include_in_consensus, bookmakers.created_at, bookmakers.updated_at 
FROM bookmakers 
WHERE bookmakers.name IN (?, ?, ?, ?, ?)
{"asctime": "2025-10-20 09:12:17,449", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "SELECT bookmakers.id, bookmakers.name, bookmakers.display_name, bookmakers.short_name, bookmakers.website_url, bookmakers.api_endpoint, bookmakers.country_code, bookmakers.status, bookmakers.is_trusted, bookmakers.reliability_score, bookmakers.api_key_required, bookmakers.rate_limit_per_minute, bookmakers.last_successful_fetch, bookmakers.consecutive_failures, bookmakers.priority_weight, bookmakers.include_in_consensus, bookmakers.created_at, bookmakers.updated_at \nFROM bookmakers \nWHERE bookmakers.name IN (?, ?, ?, ?, ?)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.449673Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:17,449 INFO sqlalchemy.engine.Engine [cached since 244.9s ago] ('draftkings', 'fanduel', 'betmgm', 'caesars', 'barstool')
{"asctime": "2025-10-20 09:12:17,449", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 244.9s ago] ('draftkings', 'fanduel', 'betmgm', 'caesars', 'barstool')", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.449673Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
{"asctime": "2025-10-20 09:12:17,451", "name": "app", "levelname": "INFO", "message": "Bookmaker registry initialized on startup", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.451463Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
2025-10-20 09:12:17,451 INFO sqlalchemy.engine.Engine ROLLBACK
{"asctime": "2025-10-20 09:12:17,451", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "ROLLBACK", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.451463Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 2701, "function": "_connection_rollback_impl"}
{"asctime": "2025-10-20 09:12:17,452", "name": "app", "levelname": "INFO", "message": "Sports services initialized: 4 services registered for lazy loading", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.452468Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,452", "name": "app", "levelname": "INFO", "message": "+EV Feed service initialized and background task started", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.452468Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,453", "name": "app", "levelname": "INFO", "message": "Analytics scheduler initialized for daily maintenance", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.453580Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,453", "name": "app", "levelname": "INFO", "message": "Alert evaluation service initialized with 60s background loop", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.453580Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,453", "name": "app", "levelname": "INFO", "message": "Starting Phase 2 ingestion scheduler (background task)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.453580Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,454", "name": "app", "levelname": "ERROR", "message": "1 errors found during bootstrap validation", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.454587Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "ERROR", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,458", "name": "app", "levelname": "INFO", "message": "[API] /api/health called (canonical)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.458491Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,468", "name": "app", "levelname": "INFO", "message": "Cancelling ingestion scheduler task...", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.468169Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
{"asctime": "2025-10-20 09:12:17,468", "name": "app", "levelname": "INFO", "message": "Stopping alert evaluation service...", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:17.468169Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "app", "level": "INFO", "file": "structured_logging.py", "line": 121, "function": "_log"}
---------------------------- Captured stderr call -----------------------------
2025-10-20 09:12:17,448 - backend.middleware.rate_limit - INFO - Rate limiting disabled (no enforcement); headers will still be emitted
2025-10-20 09:12:17,448 - backend.middleware.security_headers - INFO - SUCCESS: Security headers middleware enabled: CSP=report-only, HSTS=True, strict_mode=False
2025-10-20 09:12:17,448 - backend.middleware.legacy_middleware - INFO - Registered known legacy endpoints with forwarding paths
2025-10-20 09:12:17,448 - backend.middleware.legacy_middleware - INFO - Legacy middleware initialized
{"timestamp": "2025-10-20T09:12:17.452468", "level": "INFO", "logger": "a1betting.sports_init", "message": "Lazy sport manager cleanup service started", "module": "enhanced_logging", "function": "_log_with_context", "line": 263, "taskName": "anyio.from_thread.BlockingPortal._call_func"}
